pdb_id,ec_numbers,uniprot_id
7zg3,3.2.2.-;4.2.99.18,O08760
9f8z,3.2.2.-;4.2.99.18,O08760
9hlf,3.2.2.-;4.2.99.18,O08760
7z3y,3.2.2.-;4.2.99.18,O08760
7ayz,3.2.2.-;4.2.99.18,O08760
6h8m,3.4.21.-,O08762
3vwu,1.11.1.24,O08807
3vwv,1.11.1.24,O08807
2j0a,2.4.1.222,O09008
2j0b,2.4.1.222,O09008
1lez,2.7.12.2,O09110
2rq0,5.3.99.2,O09114
2czu,5.3.99.2,O09114
2ktd,5.3.99.2,O09114
2e4j,5.3.99.2,O09114
2czt,5.3.99.2,O09114
1d8h,3.6.1.74,O13297
3kyh,3.6.1.74,O13297
1d8i,3.6.1.74,O13297
4jwf,2.1.1.221,O14214
4jwg,2.1.1.221,O14214
4jwh,2.1.1.221,O14214
3pfw,1.2.1.12,O14556
3h9e,1.2.1.12,O14556
5c7o,1.2.1.12,O14556
5c7l,1.2.1.12,O14556
2q5e,3.1.3.16,O14595
6c02,3.1.4.1;3.6.1.-;3.6.1.9,O14638
6c01,3.1.4.1;3.6.1.-;3.6.1.9,O14638
8esv,3.4.24.81,O14672
6be6,3.4.24.81,O14672
6bdz,3.4.24.81,O14672
1g55,2.1.1.204,O14717
9hgm,2.1.1.204,O14717
8zdc,2.7.11.1,O14730
8zdd,2.7.11.1,O14730
8zdb,2.7.11.1,O14730
6yg2,2.7.12.2,O14733
7ovk,2.7.12.2,O14733
6yg4,2.7.12.2,O14733
6qhr,2.7.12.2,O14733
6yg3,2.7.12.2,O14733
6qfl,2.7.12.2,O14733
7ovn,2.7.12.2,O14733
4ux9,2.7.12.2,O14733
2dyl,2.7.12.2,O14733
6yg5,2.7.12.2,O14733
5y8u,2.7.12.2,O14733
6ib0,2.7.12.2,O14733
6qg7,2.7.12.2,O14733
7ovj,2.7.12.2,O14733
7ovl,2.7.12.2,O14733
5b2m,2.7.12.2,O14733
3wzu,2.7.12.2,O14733
7ovi,2.7.12.2,O14733
5z1d,2.7.12.2,O14733
6yg1,2.7.12.2,O14733
6yg7,2.7.12.2,O14733
6qfr,2.7.12.2,O14733
5z1e,2.7.12.2,O14733
6yg6,2.7.12.2,O14733
5b2l,2.7.12.2,O14733
6yg0,2.7.12.2,O14733
6yfz,2.7.12.2,O14733
7ovm,2.7.12.2,O14733
5y90,2.7.12.2,O14733
6qg4,2.7.12.2,O14733
9hz0,2.7.12.2,O14733
6qft,2.7.12.2,O14733
7cbx,2.7.12.2,O14733
6qho,2.7.12.2,O14733
5b2k,2.7.12.2,O14733
6yz4,2.7.12.2,O14733
6ib2,2.7.12.2,O14733
9e3b,2.1.1.320,O14744
6uxx,2.1.1.320,O14744
9eyu,2.1.1.320,O14744
6k1s,2.1.1.320,O14744
8vex,2.1.1.320,O14744
9mgm,2.1.1.320,O14744
7uy1,2.1.1.320,O14744
5c9z,2.1.1.320,O14744
7zuu,2.1.1.320,O14744
7zvu,2.1.1.320,O14744
9n3r,2.1.1.320,O14744
9pca,2.1.1.320,O14744
7mxa,2.1.1.320,O14744
9dod,2.1.1.320,O14744
7kic,2.1.1.320,O14744
7l1g,2.1.1.320,O14744
4x60,2.1.1.320,O14744
4x63,2.1.1.320,O14744
9mgr,2.1.1.320,O14744
7kib,2.1.1.320,O14744
7mxn,2.1.1.320,O14744
8vet,2.1.1.320,O14744
8veu,2.1.1.320,O14744
7s1r,2.1.1.320,O14744
6rll,2.1.1.320,O14744
8csg,2.1.1.320,O14744
9n3q,2.1.1.320,O14744
7zuq,2.1.1.320,O14744
7s1p,2.1.1.320,O14744
7mx7,2.1.1.320,O14744
7s0u,2.1.1.320,O14744
6ckc,2.1.1.320,O14744
7boc,2.1.1.320,O14744
9e3c,2.1.1.320,O14744
9n3n,2.1.1.320,O14744
9eyv,2.1.1.320,O14744
9mgq,2.1.1.320,O14744
7zv2,2.1.1.320,O14744
7zvl,2.1.1.320,O14744
6rlq,2.1.1.320,O14744
7bo7,2.1.1.320,O14744
9nwy,2.1.1.320,O14744
8veo,2.1.1.320,O14744
9n3o,2.1.1.320,O14744
7uyf,2.1.1.320,O14744
7ses,2.1.1.320,O14744
6v0n,2.1.1.320,O14744
6v0o,2.1.1.320,O14744
8x6l,2.1.1.320,O14744
8vey,2.1.1.320,O14744
7uoh,2.1.1.320,O14744
8cyi,2.1.1.320,O14744
4gqb,2.1.1.320,O14744
7m05,2.1.1.320,O14744
5emk,2.1.1.320,O14744
7s1q,2.1.1.320,O14744
9eyw,2.1.1.320,O14744
9n3p,2.1.1.320,O14744
8g1u,2.1.1.320,O14744
5emj,2.1.1.320,O14744
6v0p,2.1.1.320,O14744
7zup,2.1.1.320,O14744
6ugh,2.1.1.320,O14744
5fa5,2.1.1.320,O14744
9eyx,2.1.1.320,O14744
7mxc,2.1.1.320,O14744
5eml,2.1.1.320,O14744
9c10,2.1.1.320,O14744
9mgp,2.1.1.320,O14744
8ctb,2.1.1.320,O14744
9e3a,2.1.1.320,O14744
4x61,2.1.1.320,O14744
7ser,2.1.1.320,O14744
6uxy,2.1.1.320,O14744
7mxg,2.1.1.320,O14744
5emm,2.1.1.320,O14744
7s1s,2.1.1.320,O14744
7kid,2.1.1.320,O14744
9mgl,2.1.1.320,O14744
7zuy,2.1.1.320,O14744
7u30,2.1.1.320,O14744
9mgn,2.1.1.320,O14744
8vew,2.1.1.320,O14744
9mre,2.1.1.320,O14744
4qyh,2.7.11.1,O14757
2e9n,2.7.11.1,O14757
2cgw,2.7.11.1,O14757
2hxq,2.7.11.1,O14757
4fst,2.7.11.1,O14757
4fsy,2.7.11.1,O14757
4ft3,2.7.11.1,O14757
3jvr,2.7.11.1,O14757
1ia8,2.7.11.1,O14757
2hxl,2.7.11.1,O14757
2e9v,2.7.11.1,O14757
7suh,2.7.11.1,O14757
7suf,2.7.11.1,O14757
3tki,2.7.11.1,O14757
4ftc,2.7.11.1,O14757
4fti,2.7.11.1,O14757
2x8i,2.7.11.1,O14757
2wmx,2.7.11.1,O14757
4ftm,2.7.11.1,O14757
4fto,2.7.11.1,O14757
2xf0,2.7.11.1,O14757
9ce4,2.7.11.1,O14757
2wmw,2.7.11.1,O14757
7bjj,2.7.11.1,O14757
5oor,2.7.11.1,O14757
5ops,2.7.11.1,O14757
3u9n,2.7.11.1,O14757
2br1,2.7.11.1,O14757
2c3l,2.7.11.1,O14757
2wmv,2.7.11.1,O14757
7ako,2.7.11.1,O14757
5op5,2.7.11.1,O14757
3jvs,2.7.11.1,O14757
2cgu,2.7.11.1,O14757
2qhn,2.7.11.1,O14757
2xez,2.7.11.1,O14757
2ym6,2.7.11.1,O14757
2ywp,2.7.11.1,O14757
2e9p,2.7.11.1,O14757
1zys,2.7.11.1,O14757
2c3j,2.7.11.1,O14757
4fsu,2.7.11.1,O14757
2wmq,2.7.11.1,O14757
4gh2,2.7.11.1,O14757
4fsm,2.7.11.1,O14757
4ftk,2.7.11.1,O14757
7bje,2.7.11.1,O14757
7bjh,2.7.11.1,O14757
2wmt,2.7.11.1,O14757
4rvl,2.7.11.1,O14757
4rvm,2.7.11.1,O14757
2qhm,2.7.11.1,O14757
2yer,2.7.11.1,O14757
1nvq,2.7.11.1,O14757
7bk1,2.7.11.1,O14757
7akm,2.7.11.1,O14757
2ym5,2.7.11.1,O14757
5dls,2.7.11.1,O14757
4jik,2.7.11.1,O14757
2cgx,2.7.11.1,O14757
8e80,2.7.11.1,O14757
7bjd,2.7.11.1,O14757
7bjx,2.7.11.1,O14757
3pa5,2.7.11.1,O14757
3tkh,2.7.11.1,O14757
2yex,2.7.11.1,O14757
2ym7,2.7.11.1,O14757
5oq5,2.7.11.1,O14757
5oq6,2.7.11.1,O14757
4fsz,2.7.11.1,O14757
4fta,2.7.11.1,O14757
5wi2,2.7.11.1,O14757
3pa4,2.7.11.1,O14757
2ayp,2.7.11.1,O14757
2wms,2.7.11.1,O14757
7bjo,2.7.11.1,O14757
7bk3,2.7.11.1,O14757
2ydk,2.7.11.1,O14757
2ydi,2.7.11.1,O14757
8siw,2.7.11.1,O14757
7bkn,2.7.11.1,O14757
7bko,2.7.11.1,O14757
2brh,2.7.11.1,O14757
2brn,2.7.11.1,O14757
2ghg,2.7.11.1,O14757
4fsw,2.7.11.1,O14757
4ftq,2.7.11.1,O14757
1nvs,2.7.11.1,O14757
7suj,2.7.11.1,O14757
2e9u,2.7.11.1,O14757
5f4n,2.7.11.1,O14757
4ftr,2.7.11.1,O14757
4ftt,2.7.11.1,O14757
3ot3,2.7.11.1,O14757
3ot8,2.7.11.1,O14757
4qye,2.7.11.1,O14757
4rvk,2.7.11.1,O14757
4hyh,2.7.11.1,O14757
2brb,2.7.11.1,O14757
2hy0,2.7.11.1,O14757
7mck,2.7.11.1,O14757
5oot,2.7.11.1,O14757
6fcf,2.7.11.1,O14757
7bk2,2.7.11.1,O14757
2gdo,2.7.11.1,O14757
2ym3,2.7.11.1,O14757
6fc8,2.7.11.1,O14757
2cgv,2.7.11.1,O14757
7sui,2.7.11.1,O14757
2wmr,2.7.11.1,O14757
4ft0,2.7.11.1,O14757
2x8e,2.7.11.1,O14757
3f9n,2.7.11.1,O14757
5op7,2.7.11.1,O14757
4fsr,2.7.11.1,O14757
4ft5,2.7.11.1,O14757
4ftl,2.7.11.1,O14757
1zlt,2.7.11.1,O14757
2x8d,2.7.11.1,O14757
5op4,2.7.11.1,O14757
5opb,2.7.11.1,O14757
2c3k,2.7.11.1,O14757
2e9o,2.7.11.1,O14757
5oq7,2.7.11.1,O14757
5oq8,2.7.11.1,O14757
4ftn,2.7.11.1,O14757
1nvr,2.7.11.1,O14757
4fsn,2.7.11.1,O14757
4ft9,2.7.11.1,O14757
4ftu,2.7.11.1,O14757
2ym4,2.7.11.1,O14757
2hog,2.7.11.1,O14757
7bjm,2.7.11.1,O14757
7bjr,2.7.11.1,O14757
5opr,2.7.11.1,O14757
4qyf,2.7.11.1,O14757
2bro,2.7.11.1,O14757
8e81,2.7.11.1,O14757
4qyg,2.7.11.1,O14757
4hyi,2.7.11.1,O14757
2r0u,2.7.11.1,O14757
2brg,2.7.11.1,O14757
2brm,2.7.11.1,O14757
2ydj,2.7.11.1,O14757
7sug,2.7.11.1,O14757
2wmu,2.7.11.1,O14757
8siv,2.7.11.1,O14757
4fsq,2.7.11.1,O14757
4ft7,2.7.11.1,O14757
4ftj,2.7.11.1,O14757
3pa3,2.7.11.1,O14757
2xey,2.7.11.1,O14757
5op2,2.7.11.1,O14757
5opu,2.7.11.1,O14757
5opv,2.7.11.1,O14757
3nlb,2.7.11.1,O14757
2ym8,2.7.11.1,O14757
6fck,2.7.11.1,O14757
5oop,2.7.11.1,O14757
8six,2.7.11.1,O14757
3edy,3.4.14.9,O14773
3ee6,3.4.14.9,O14773
1ziv,3.4.22.-,O14815
2p0r,3.4.22.-,O14815
8omv,2.7.11.1;2.7.11.10,O14920
3brt,2.7.11.1;2.7.11.10,O14920
4e3c,2.7.11.1;2.7.11.10,O14920
4kik,2.7.11.1;2.7.11.10,O14920
3brv,2.7.11.1;2.7.11.10,O14920
9mjg,2.3.1.48,O14929
6vo5,2.3.1.48,O14929
2p0w,2.3.1.48,O14929
8se9,2.3.2.23,O14933
1wzv,2.3.2.23,O14933
8oif,2.3.2.23,O14933
8sea,2.3.2.23,O14933
8sv8,2.3.2.23,O14933
8seb,2.3.2.23,O14933
1wzw,2.3.2.23,O14933
2kjh,2.3.2.23,O14933
8y68,2.7.11.1,O14936
9m6g,2.7.11.1,O14936
3mfr,2.7.11.1,O14936
6nid,2.7.11.1,O14936
7oak,2.7.11.1,O14936
3c0h,2.7.11.1,O14936
7oaj,2.7.11.1,O14936
7oal,2.7.11.1,O14936
3mft,2.7.11.1,O14936
7oai,2.7.11.1,O14936
3c0i,2.7.11.1,O14936
9m5y,2.7.11.1,O14936
9kys,2.7.11.1,O14936
3mfu,2.7.11.1,O14936
3mfs,2.7.11.1,O14936
1kgd,2.7.11.1,O14936
3c0g,2.7.11.1,O14936
6nh9,2.7.11.1,O14936
3tac,2.7.11.1,O14936
1zl8,2.7.11.1,O14936
6kmh,2.7.11.1,O14936
1kwa,2.7.11.1,O14936
3w10,2.7.11.1,O14965
9ks6,2.7.11.1,O14965
8c1k,2.7.11.1,O14965
1ol6,2.7.11.1,O14965
6vpg,2.7.11.1,O14965
5oro,2.7.11.1,O14965
5orx,2.7.11.1,O14965
5os3,2.7.11.1,O14965
9guc,2.7.11.1,O14965
8jf4,2.7.11.1,O14965
5orr,2.7.11.1,O14965
5os6,2.7.11.1,O14965
3uo6,2.7.11.1,O14965
4j8m,2.7.11.1,O14965
4jbq,2.7.11.1,O14965
4dhf,2.7.11.1,O14965
4ded,2.7.11.1,O14965
4uzd,2.7.11.1,O14965
3r21,2.7.11.1,O14965
3uo4,2.7.11.1,O14965
2bmc,2.7.11.1,O14965
2j4z,2.7.11.1,O14965
5odt,2.7.11.1,O14965
4ztr,2.7.11.1,O14965
5aag,2.7.11.1,O14965
5obr,2.7.11.1,O14965
3up2,2.7.11.1,O14965
5osf,2.7.11.1,O14965
4byi,2.7.11.1,O14965
3ha6,2.7.11.1,O14965
8jg8,2.7.11.1,O14965
8of5,2.7.11.1,O14965
8c1d,2.7.11.1,O14965
8c1h,2.7.11.1,O14965
8c14,2.7.11.1,O14965
3lau,2.7.11.1,O14965
4zs0,2.7.11.1,O14965
5dnr,2.7.11.1,O14965
5dt0,2.7.11.1,O14965
5dt4,2.7.11.1,O14965
4b0g,2.7.11.1,O14965
4bn1,2.7.11.1,O14965
2wqe,2.7.11.1,O14965
6vpm,2.7.11.1,O14965
5dr2,2.7.11.1,O14965
5orv,2.7.11.1,O14965
1mq4,2.7.11.1,O14965
7ayh,2.7.11.1,O14965
6z4y,2.7.11.1,O14965
6cpf,2.7.11.1,O14965
2w1d,2.7.11.1,O14965
5dr9,2.7.11.1,O14965
3uoj,2.7.11.1,O14965
3vap,2.7.11.1,O14965
3w16,2.7.11.1,O14965
3fdn,2.7.11.1,O14965
3myg,2.7.11.1,O14965
4uzh,2.7.11.1,O14965
8c15,2.7.11.1,O14965
4dee,2.7.11.1,O14965
9bzg,2.7.11.1,O14965
8sso,2.7.11.1,O14965
8c1g,2.7.11.1,O14965
7o2v,2.7.11.1,O14965
4j8n,2.7.11.1,O14965
4jbo,2.7.11.1,O14965
3coh,2.7.11.1,O14965
5orl,2.7.11.1,O14965
5ort,2.7.11.1,O14965
5ory,2.7.11.1,O14965
6hjk,2.7.11.1,O14965
3e5a,2.7.11.1,O14965
3unz,2.7.11.1,O14965
3uok,2.7.11.1,O14965
8c1i,2.7.11.1,O14965
8pr7,2.7.11.1,O14965
6vpl,2.7.11.1,O14965
1ol7,2.7.11.1,O14965
5l8l,2.7.11.1,O14965
3uol,2.7.11.1,O14965
3up7,2.7.11.1,O14965
2dwb,2.7.11.1,O14965
2x81,2.7.11.1,O14965
2xng,2.7.11.1,O14965
2xru,2.7.11.1,O14965
5obj,2.7.11.1,O14965
5orp,2.7.11.1,O14965
5orw,2.7.11.1,O14965
5orz,2.7.11.1,O14965
5dn3,2.7.11.1,O14965
5drd,2.7.11.1,O14965
5l8k,2.7.11.1,O14965
3w18,2.7.11.1,O14965
3w2c,2.7.11.1,O14965
2w1g,2.7.11.1,O14965
5zan,2.7.11.1,O14965
6cpe,2.7.11.1,O14965
4o0s,2.7.11.1,O14965
3h0z,2.7.11.1,O14965
1ol5,2.7.11.1,O14965
7ayi,2.7.11.1,O14965
8c1m,2.7.11.1,O14965
6r4c,2.7.11.1,O14965
6vpi,2.7.11.1,O14965
5ose,2.7.11.1,O14965
4ztq,2.7.11.1,O14965
5aae,2.7.11.1,O14965
5aaf,2.7.11.1,O14965
5ew9,2.7.11.1,O14965
4ceg,2.7.11.1,O14965
8c1e,2.7.11.1,O14965
3efw,2.7.11.1,O14965
6vpj,2.7.11.1,O14965
5ors,2.7.11.1,O14965
5os4,2.7.11.1,O14965
3h10,2.7.11.1,O14965
3nrm,2.7.11.1,O14965
5dt3,2.7.11.1,O14965
5l8j,2.7.11.1,O14965
5orn,2.7.11.1,O14965
5os5,2.7.11.1,O14965
2w1f,2.7.11.1,O14965
2xne,2.7.11.1,O14965
2x6d,2.7.11.1,O14965
2x6e,2.7.11.1,O14965
5lxm,2.7.11.1,O14965
5os0,2.7.11.1,O14965
5os1,2.7.11.1,O14965
5os2,2.7.11.1,O14965
3uo5,2.7.11.1,O14965
3uod,2.7.11.1,O14965
3uoh,2.7.11.1,O14965
2np8,2.7.11.1,O14965
5osd,2.7.11.1,O14965
2c6e,2.7.11.1,O14965
1muo,2.7.11.1,O14965
4uyn,2.7.11.1,O14965
5aad,2.7.11.1,O14965
5dos,2.7.11.1,O14965
5g15,2.7.11.1,O14965
2w1e,2.7.11.1,O14965
9bzl,2.7.11.1,O14965
6r4a,2.7.11.1,O14965
6r4b,2.7.11.1,O14965
4c3r,2.7.11.1,O14965
4deb,2.7.11.1,O14965
2wtw,2.7.11.1,O14965
5dr6,2.7.11.1,O14965
3m11,2.7.11.1,O14965
3qbn,2.7.11.1,O14965
3r22,2.7.11.1,O14965
2w1c,2.7.11.1,O14965
9kds,2.7.11.1,O14965
4dea,2.7.11.1,O14965
4o0w,2.7.11.1,O14965
4prj,2.7.11.1,O14965
8c1f,2.7.11.1,O14965
4zts,2.7.11.1,O14965
3k5u,2.7.11.1,O14965
3o50,2.7.11.1,O14965
4c3p,2.7.11.1,O14965
4byj,2.7.11.1,O14965
8jmx,2.7.11.1,O14965
7ztl,2.7.11.1,O14965
6xka,2.7.11.1,O14965
6gra,2.7.11.1,O14965
6hjj,2.7.11.1,O14965
5one,2.7.11.1,O14965
4jai,2.7.11.1,O14965
2j50,2.7.11.1,O14965
6cpg,2.7.11.1,O14965
4jaj,2.7.11.1,O14965
4jbp,2.7.11.1,O14965
7fic,2.7.11.1,O14965
6c2r,2.7.11.1,O14965
6i2u,2.7.11.1,O14965
5dpv,2.7.11.1,O14965
4o0u,2.7.11.1,O14965
2wtv,2.7.11.1,O14965
3p9j,2.7.11.1,O14965
2c6d,2.7.11.1,O14965
8ssp,2.7.11.1,O14965
8guw,2.7.11.1,O14965
6c2t,2.7.11.1,O14965
3o51,2.7.11.1,O14965
6r49,2.7.11.1,O14965
6r4d,2.7.11.1,O14965
6vph,2.7.11.1,O14965
6c83,2.7.11.1,O14965
5g1x,2.7.11.1,O14965
3h0y,2.7.11.1,O14965
6loh,2.3.2.26,O15033
6jx5,2.3.2.26,O15033
5jzn,2.7.11.1,O15075
7kx8,2.7.11.1,O15075
6kyq,2.7.11.1,O15075
1mg4,2.7.11.1,O15075
6kyr,2.7.11.1,O15075
1uf0,2.7.11.1,O15075
1mfw,2.7.11.1,O15075
7kxw,2.7.11.1,O15075
7kx6,2.7.11.1,O15075
7f3g,2.7.11.1,O15075
5jzj,2.7.11.1,O15075
3brt,2.7.11.10,O15111
5tqy,2.7.11.10,O15111
5tqw,2.7.11.10,O15111
5tqx,2.7.11.10,O15111
5ebz,2.7.11.10,O15111
8s9p,2.7.10.1,O15146
2hhl,3.1.3.16,O15194
4eym,2.7.11.24,O15264
5eko,2.7.11.24,O15264
4myg,2.7.11.24,O15264
4eyj,2.7.11.24,O15264
4yno,2.7.11.24,O15264
3coi,2.7.11.24,O15264
5ekn,2.7.11.24,O15264
8x23,2.7.11.24,O15264
7o1b,5.4.2.8,O15305
2q4r,5.4.2.8,O15305
7o0c,5.4.2.8,O15305
7o4g,5.4.2.8,O15305
7o58,5.4.2.8,O15305
2amy,5.4.2.8,O15305
7o5z,5.4.2.8,O15305
4a69,3.5.1.-;3.5.1.98,O15379
6p3q,3.4.22.-,O15484
4uy1,3.1.1.4,O15496
1le6,3.1.1.4,O15496
5ow8,3.1.1.4,O15496
5g3m,3.1.1.4,O15496
5owc,3.1.1.4,O15496
6g5j,3.1.1.4,O15496
1le7,3.1.1.4,O15496
1m3q,3.2.2.-;4.2.99.18,O15527
1lww,3.2.2.-;4.2.99.18,O15527
2nol,3.2.2.-;4.2.99.18,O15527
1yqk,3.2.2.-;4.2.99.18,O15527
6w13,3.2.2.-;4.2.99.18,O15527
1lwy,3.2.2.-;4.2.99.18,O15527
8xxg,3.2.2.-;4.2.99.18,O15527
2xhi,3.2.2.-;4.2.99.18,O15527
2noh,3.2.2.-;4.2.99.18,O15527
2noi,3.2.2.-;4.2.99.18,O15527
8vwt,3.2.2.-;4.2.99.18,O15527
1n39,3.2.2.-;4.2.99.18,O15527
1n3a,3.2.2.-;4.2.99.18,O15527
1lwv,3.2.2.-;4.2.99.18,O15527
2nob,3.2.2.-;4.2.99.18,O15527
8vx4,3.2.2.-;4.2.99.18,O15527
1fn7,3.2.2.-;4.2.99.18,O15527
3ih7,3.2.2.-;4.2.99.18,O15527
6rlw,3.2.2.-;4.2.99.18,O15527
7ayy,3.2.2.-;4.2.99.18,O15527
2noe,3.2.2.-;4.2.99.18,O15527
2noz,3.2.2.-;4.2.99.18,O15527
1ko9,3.2.2.-;4.2.99.18,O15527
1ebm,3.2.2.-;4.2.99.18,O15527
1yqm,3.2.2.-;4.2.99.18,O15527
8xxk,3.2.2.-;4.2.99.18,O15527
5an4,3.2.2.-;4.2.99.18,O15527
3ktu,3.2.2.-;4.2.99.18,O15527
1m3h,3.2.2.-;4.2.99.18,O15527
9kky,3.2.2.-;4.2.99.18,O15527
8vwv,3.2.2.-;4.2.99.18,O15527
2i5w,3.2.2.-;4.2.99.18,O15527
9eoz,3.2.2.-;4.2.99.18,O15527
6w0r,3.2.2.-;4.2.99.18,O15527
1yql,3.2.2.-;4.2.99.18,O15527
1yqr,3.2.2.-;4.2.99.18,O15527
2nof,3.2.2.-;4.2.99.18,O15527
9kl8,3.2.2.-;4.2.99.18,O15527
1n3c,3.2.2.-;4.2.99.18,O15527
6w0m,3.2.2.-;4.2.99.18,O15527
8xwu,3.2.2.-;4.2.99.18,O15527
8xwc,3.2.2.-;4.2.99.18,O15527
1hu0,3.2.2.-;4.2.99.18,O15527
8vx6,3.2.2.-;4.2.99.18,O15527
3qcq,2.7.11.1,O15530
5lvm,2.7.11.1,O15530
3orx,2.7.11.1,O15530
3orz,2.7.11.1,O15530
2vki,2.7.11.1,O15530
1uu9,2.7.11.1,O15530
4xx9,2.7.11.1,O15530
3otu,2.7.11.1,O15530
3qc4,2.7.11.1,O15530
5lvp,2.7.11.1,O15530
4aw1,2.7.11.1,O15530
4ct1,2.7.11.1,O15530
3ion,2.7.11.1,O15530
3iop,2.7.11.1,O15530
5lvn,2.7.11.1,O15530
5ho7,2.7.11.1,O15530
5ack,2.7.11.1,O15530
3nax,2.7.11.1,O15530
5lvl,2.7.11.1,O15530
1okz,2.7.11.1,O15530
3nay,2.7.11.1,O15530
2pe2,2.7.11.1,O15530
3pwy,2.7.11.1,O15530
1uu7,2.7.11.1,O15530
1z5m,2.7.11.1,O15530
1oky,2.7.11.1,O15530
3rcj,2.7.11.1,O15530
3sc1,2.7.11.1,O15530
3rwp,2.7.11.1,O15530
1w1d,2.7.11.1,O15530
1uvr,2.7.11.1,O15530
2biy,2.7.11.1,O15530
6wjq,2.7.11.1,O15530
5hng,2.7.11.1,O15530
3nuy,2.7.11.1,O15530
3qd0,2.7.11.1,O15530
3qd3,2.7.11.1,O15530
4a07,2.7.11.1,O15530
4rqv,2.7.11.1,O15530
3h9o,2.7.11.1,O15530
3rwq,2.7.11.1,O15530
4ct2,2.7.11.1,O15530
3hrc,2.7.11.1,O15530
3qcx,2.7.11.1,O15530
2r7b,2.7.11.1,O15530
2pe1,2.7.11.1,O15530
3hrf,2.7.11.1,O15530
3qcy,2.7.11.1,O15530
1uu3,2.7.11.1,O15530
4rrv,2.7.11.1,O15530
5hkm,2.7.11.1,O15530
5lvo,2.7.11.1,O15530
8dqt,2.7.11.1,O15530
5ho8,2.7.11.1,O15530
3nuu,2.7.11.1,O15530
4rqk,2.7.11.1,O15530
2xck,2.7.11.1,O15530
3qcs,2.7.11.1,O15530
5mrd,2.7.11.1,O15530
4a06,2.7.11.1,O15530
3nun,2.7.11.1,O15530
3nus,2.7.11.1,O15530
1w1g,2.7.11.1,O15530
1w1h,2.7.11.1,O15530
1h1w,2.7.11.1,O15530
2pe0,2.7.11.1,O15530
3qd4,2.7.11.1,O15530
1uu8,2.7.11.1,O15530
4aw0,2.7.11.1,O15530
2xch,2.7.11.1,O15530
6qu3,2.7.1.11,O15648
6qu5,2.7.1.11,O15648
6sy7,2.7.1.11,O15648
2hig,2.7.1.11,O15648
3f5m,2.7.1.11,O15648
6qu4,2.7.1.11,O15648
4mvf,2.7.11.1,O15865
3pm8,2.7.11.1,O15865
5w7b,3.1.1.77,O18823
5w7a,3.1.1.77,O18823
2fpg,6.2.1.4;6.2.1.5,O19069
4xx0,6.2.1.4;6.2.1.5,O19069
2fp4,6.2.1.4;6.2.1.5,O19069
1eud,6.2.1.4;6.2.1.5,O19069
7jmk,6.2.1.4;6.2.1.5,O19069
1euc,6.2.1.4;6.2.1.5,O19069
7jkr,6.2.1.4;6.2.1.5,O19069
7jfp,6.2.1.4;6.2.1.5,O19069
5cae,6.2.1.4;6.2.1.5,O19069
7jj0,6.2.1.4;6.2.1.5,O19069
6xru,6.2.1.4;6.2.1.5,O19069
2fpp,6.2.1.4;6.2.1.5,O19069
2fpi,6.2.1.4;6.2.1.5,O19069
3g8v,3.1.11.2;4.2.99.18,O26314
3g0a,3.1.11.2;4.2.99.18,O26314
3w2x,3.1.11.2;4.2.99.18,O26314
3ga6,3.1.11.2;4.2.99.18,O26314
3fzi,3.1.11.2;4.2.99.18,O26314
3w2y,3.1.11.2;4.2.99.18,O26314
3g0r,3.1.11.2;4.2.99.18,O26314
3g3y,3.1.11.2;4.2.99.18,O26314
3g38,3.1.11.2;4.2.99.18,O26314
3g4t,3.1.11.2;4.2.99.18,O26314
3g00,3.1.11.2;4.2.99.18,O26314
3g2c,3.1.11.2;4.2.99.18,O26314
3g3c,3.1.11.2;4.2.99.18,O26314
3g2d,3.1.11.2;4.2.99.18,O26314
3g1k,3.1.11.2;4.2.99.18,O26314
3g91,3.1.11.2;4.2.99.18,O26314
8jzl,3.1.3.-,O30916
4did,3.1.3.-,O30916
3kvn,3.1.1.1,O33407
2c1d,2.8.5.2,O33434
1obb,3.2.1.20,O33830
5w7e,3.1.1.77,O35298
5w7d,3.1.1.77,O35298
5w7f,3.1.1.77,O35298
8v05,3.1.16.1;3.1.4.-,O35405
8v06,3.1.16.1;3.1.4.-,O35405
8v07,3.1.16.1;3.1.4.-,O35405
8du5,3.2.1.18,O35657
4br2,3.6.1.-,O35795
4br0,3.6.1.-,O35795
4cd3,3.6.1.-,O35795
3cj1,3.6.1.-,O35795
4cd1,3.6.1.-,O35795
3cj7,3.6.1.-,O35795
4bqz,3.6.1.-,O35795
3cja,3.6.1.-,O35795
4br5,3.6.1.-,O35795
3cj9,3.6.1.-,O35795
3unh,3.4.25.1,O35955
3unf,3.4.25.1,O35955
8etc,2.1.1.-,O42832
8etj,2.1.1.-,O42832
8esr,2.1.1.-,O42832
8esq,2.1.1.-,O42832
5bo6,2.4.3.-;2.4.3.8,O43173
5bo9,2.4.3.-;2.4.3.8,O43173
5cxy,2.4.3.-;2.4.3.8,O43173
5bo8,2.4.3.-;2.4.3.8,O43173
5bo7,2.4.3.-;2.4.3.8,O43173
6rih,1.1.1.37;1.1.1.399;1.1.1.95,O43175
5ofm,1.1.1.37;1.1.1.399;1.1.1.95,O43175
5nzo,1.1.1.37;1.1.1.399;1.1.1.95,O43175
5nzp,1.1.1.37;1.1.1.399;1.1.1.95,O43175
7dkm,1.1.1.37;1.1.1.399;1.1.1.95,O43175
